surface,process,tier,silver_gold,plain@6080,plain@8192,plain@16384,morphbpe@6080,morphbpe@8192,morphbpe@16384,penalty-1@6080,penalty-1@8192,penalty-1@16384,penalty-2@6080,penalty-2@8192,penalty-2@16384,penalty-4@6080,penalty-4@8192,penalty-4@16384,penalty-8@6080,penalty-8@8192,penalty-8@16384,stochastic-p4-d0.1@6080,stochastic-p4-d0.1@8192,stochastic-p4-d0.1@16384,stochastic-p4-d0.2@6080,stochastic-p4-d0.2@8192,stochastic-p4-d0.2@16384,unigram-ablation@6080
pilubluban,prefixation+suffixation,F_conflicts_with_reconciliation_evidence,pi+lublub+an,pil+ubluban,pilubluban,pilubluban,pil+ubluban,pilubluban,pilubluban,pilubluban,pilubluban,pilubluban,pilubluban,pilubluban,pilubluban,pilubluban,pilubluban,pilubluban,pilubluban,pilubluban,pilubluban,pilubluban,pilubluban,pilubluban,pi+lubluban,pilubluban,pilubluban,pilubluban
pikakasaman,prefixation+suffixation,B_moderate_silver,pi+kakasam+an,pika+kas+aman,pika+kas+aman,pika+kasaman,pika+kas+aman,pika+kas+aman,pika+kasaman,pika+kas+aman,pika+kas+aman,pika+kasaman,pika+kas+aman,pika+kas+aman,pika+kasaman,pi+ka+kas+aman,pika+kas+aman,pika+kasaman,pika+kas+aman,pika+kas+aman,pika+kasaman,pika+kas+aman,pika+kas+aman,pika+kasaman,pika+kas+aman,pika+kas+aman,pika+kasaman,pi+ka+kasama+n
inatulan,prefixation+suffixation,B_moderate_silver,i+natul+an,in+atulan,in+atulan,inatulan,inat+ulan,inat+ulan,inatulan,in+atul+an,in+atul+an,inatulan,in+atul+an,in+atul+an,inatulan,in+atul+an,in+atul+an,inatulan,in+atul+an,in+atul+an,inatulan,in+atul+an,in+atul+an,inatulan,inat+ul+an,inat+ul+an,inatulan,in+atulan
pibandyan,prefixation+suffixation,B_moderate_silver,pi+bandy+an,piband+yan,piband+yan,pibandyan,pib+and+yan,pib+and+yan,pibandyan,pib+and+yan,pib+and+yan,pibandyan,pib+and+yan,pib+and+yan,pibandyan,pib+and+yan,pib+and+yan,pibandyan,pi+band+yan,pi+band+yan,pibandyan,pi+ban+d+yan,pi+band+yan,pibandyan,pi+band+yan,pi+band+yan,pibandyan,pi+ban+d+yan
lalaki,reduplication,B_moderate_silver,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki,lalaki
babai,reduplication,A_strong_silver,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai,babai
kekeng,reduplication,F_conflicts_with_reconciliation_evidence,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,kekeng,ke+keng
tutu,reduplication,B_moderate_silver,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu,tutu
lalaking,reduplication,B_moderate_silver,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaking,lalaki+ng
tatakut,reduplication,A_strong_silver,tatakut,tatakut,tatakut,tatakut,tat+ak+ut,tatak+ut,tatak+ut,tat+ak+ut,tatak+ut,tatak+ut,tat+ak+ut,tatak+ut,tatak+ut,tat+aku+t,tat+aku+t,tat+akut,tat+aku+t,tat+aku+t,tat+akut,tata+kut,tata+kut,tata+kut,tata+kut,tata+kut,tata+kut,tatakut
babaing,reduplication,B_moderate_silver,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing,babaing
gagawan,reduplication,B_moderate_silver,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan,gagawan
babayi,reduplication,A_strong_silver,babayi,bab+ayi,babayi,babayi,babay+i,babayi,babayi,babay+i,babayi,babayi,babay+i,babayi,babayi,baba+yi,babayi,babayi,baba+yi,babayi,babayi,baba+yi,babayi,babayi,baba+yi,babayi,babayi,babayi
lalakad,reduplication,A_strong_silver,lalakad,lalakad,lalakad,lalakad,l+alakad,l+alakad,l+alakad,l+alakad,l+alakad,l+alakad,lala+kad,lala+kad,lala+kad,lala+kad,lala+kad,lala+kad,lala+kad,lala+kad,lala+kad,lala+kad,lala+kad,lala+kad,lala+kad,lala+kad,lala+kad,la+lakad
tata,reduplication,A_strong_silver,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata,tata
tutung,reduplication,F_conflicts_with_reconciliation_evidence,tutung,tutung,tutung,tutung,tut+ung,tut+ung,tut+ung,tut+ung,tut+ung,tut+ung,tut+ung,tut+ung,tut+ung,tu+tung,tu+tung,tu+tung,tu+tung,tu+tung,tu+tung,tu+tung,tu+tung,tu+tung,tu+tung,tu+tung,tu+tung,tutung
lele,reduplication,A_strong_silver,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele,lele
lulual,reduplication,A_strong_silver,lulual,lulu+al,lulual,lulual,lulu+al,lulu+al,lulu+al,lulu+al,lulu+al,lulu+al,lulu+al,lulu+al,lulu+al,lulu+al,lulu+al,lulu+al,lu+lual,lu+lual,lu+lual,lulu+al,lulu+al,lulu+al,lu+lual,lu+lual,lu+lual,lu+lual
nanan,reduplication,A_strong_silver,nanan,nan+an,nanan,nanan,nan+an,nan+an,nan+an,nan+an,nan+an,nan+an,nan+an,nan+an,nan+an,nan+an,nan+an,nan+an,nan+an,nan+an,nan+an,nan+an,nan+an,nan+an,nan+an,nan+an,nanan,na+nan
kakanan,reduplication,F_conflicts_with_reconciliation_evidence,kakan+an,kakanan,kakanan,kakanan,kakanan,kakanan,kakanan,kakanan,kakanan,kakanan,kakanan,kakanan,kakanan,kakanan,kakanan,kakanan,kakanan,kakanan,kakanan,ka+kan+an,ka+kan+an,ka+kan+an,ka+kan+an,ka+kan+an,ka+kan+an,kakanan
tatang,reduplication,F_conflicts_with_reconciliation_evidence,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang,tatang
mamagus,reduplication,B_moderate_silver,mamagus,mam+agus,mamagus,mamagus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mam+agus,mamagu+s
susuyu,reduplication,B_moderate_silver,susuyu,sus+uyu,susuyu,susuyu,sus+uyu,susuyu,susuyu,sus+uyu,susuyu,susuyu,sus+uyu,susuyu,susuyu,susu+yu,susuyu,susuyu,sus+uyu,susuyu,susuyu,susu+yu,susuyu,susuyu,sus+uyu,susuyu,susuyu,susuyu
lalawan,reduplication,B_moderate_silver,lalawan,lala+wan,lala+wan,lalawan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,lala+wan,la+lawan
mamaus,reduplication,B_moderate_silver,mamaus,mam+aus,mam+aus,mamaus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mam+aus,mama+us
tatalakad,reduplication,A_strong_silver,tatalakad,tat+alakad,tat+alakad,tatalakad,tat+alakad,tat+alakad,tat+alakad,tat+alakad,tat+alakad,tat+alakad,tat+alakad,tat+alakad,tat+alakad,tat+alakad,tat+alakad,tat+alakad,tat+alakad,tat+alakad,tat+alakad,tat+alakad,tat+alakad,tat+alakad,tat+ala+kad,tat+ala+kad,tatala+kad,tata+lakad
gagapang,reduplication,A_strong_silver,gagapang,gag+apang,gag+apang,gagapang,gag+apang,gag+apang,gag+apang,gag+apang,gag+apang,gag+apang,gag+apang,gag+apang,gag+apang,gaga+pang,gaga+pang,gaga+pang,ga+ga+pang,ga+gapang,ga+gapang,ga+ga+pang,ga+ga+pang,ga+gapang,ga+ga+pang,ga+ga+pang,ga+gapang,gaga+pang
lalawe,reduplication,A_strong_silver,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,lalawe,la+lawe
lulugud,reduplication,A_strong_silver,lulugud,lul+ugud,lul+ugud,lulugud,lul+ugud,lul+ugud,lul+ugud,lul+ugud,lul+ugud,lul+ugud,lul+ugud,lul+ugud,lul+ugud,lul+ugud,lul+ugud,lul+ugud,lu+lugud,lu+lugud,lu+lugud,lulu+gud,lulu+gud,lulu+gud,lu+lugud,lu+lugud,lu+lugud,lu+lugud
tutula,reduplication,F_conflicts_with_reconciliation_evidence,tutula,tut+ula,tut+ula,tut+ula,tut+ula,tut+ula,tut+ula,tut+ula,tut+ula,tut+ula,tut+ula,tut+ula,tut+ula,tutu+la,tutu+la,tutu+la,tu+tula,tu+tula,tu+tula,tutu+la,tutu+la,tutu+la,tu+tula,tu+tula,tu+tula,tutu+la
gagalo,reduplication,A_strong_silver,gagalo,gag+alo,gag+alo,gagalo,gag+alo,gag+alo,gag+alo,gag+alo,gag+alo,gag+alo,gag+alo,gag+alo,gag+alo,gag+alo,gag+alo,gag+alo,ga+galo,ga+galo,ga+galo,ga+g+alo,ga+g+alo,gag+alo,ga+g+alo,ga+g+alo,ga+g+alo,gagal+o
kukuldas,reduplication,A_strong_silver,kukuldas,kukul+das,kukul+das,kukuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas,ku+kuldas
tatas,reduplication,F_conflicts_with_reconciliation_evidence,tatas,tat+as,tat+as,tat+as,tat+as,tat+as,tat+as,tat+as,tat+as,tat+as,t+atas,t+atas,t+atas,tat+as,tat+as,tat+as,tat+as,tat+as,tat+as,tat+as,tat+as,tat+as,tat+as,tat+as,tat+as,tata+s
gagalgal,reduplication,F_conflicts_with_reconciliation_evidence,gagalgal,gag+al+gal,gag+al+gal,gagalgal,gag+al+gal,gag+al+gal,gag+al+gal,gag+al+gal,gag+al+gal,gag+al+gal,gag+al+gal,gag+al+gal,gag+al+gal,gag+al+gal,gag+al+gal,gag+al+gal,ga+gal+gal,ga+gal+gal,ga+galgal,ga+g+al+g+al,ga+g+al+g+al,gag+al+g+al,ga+g+al+g+al,ga+g+al+g+al,ga+g+al+g+al,gagal+gal
sasalikut,reduplication,A_strong_silver,sasalikut,sas+alikut,sas+alikut,sasalikut,sas+ali+kut,sas+alikut,sas+alikut,sas+ali+kut,sas+alikut,sas+alikut,sas+ali+kut,sas+alikut,sas+alikut,sa+salikut,sa+salikut,sa+salikut,sa+salikut,sa+salikut,sa+salikut,sa+sali+kut,sa+salikut,sa+salikut,sa+salikut,sa+salikut,sa+salikut,sa+salikut
yuyutus,reduplication,B_moderate_silver,yuyutus,yu+y+utus,yu+yutus,yu+yutus,yu+y+utus,yu+yutus,yu+yutus,yu+y+utus,yu+yutus,yu+yutus,yu+y+utus,yu+yutus,yu+yutus,yu+yu+tus,yu+yutus,yu+yutus,yu+yu+tus,yu+yutus,yu+yutus,yu+yu+tus,yu+yutus,yu+yutus,yu+yu+tus,yu+yu+tus,yu+yutus,yu+y+utus
lalapit,reduplication,A_strong_silver,lalapit,lal+apit,lalapit,lalapit,lal+apit,lal+apit,lal+apit,lal+apit,lal+apit,lal+apit,lal+apit,lal+apit,lal+apit,lala+pit,lala+pit,lala+pit,lala+pit,lala+pit,lala+pit,lala+pit,lala+pit,lala+pit,lala+pit,lala+pit,lala+pit,la+lapit
mamamate,reduplication,B_moderate_silver,mamamate,mam+amate,mam+amate,mamamate,mam+amate,mam+amate,mamamate,mam+amate,mam+amate,mamamate,mam+amate,mam+amate,mamamate,mam+amate,mam+amate,mamamate,mam+amate,mam+amate,mamamate,mam+amate,mam+amate,mamamate,mam+amate,mam+amate,mamamate,mama+mate
sasalpantaya,reduplication,A_strong_silver,sasalpantaya,sas+alpantaya,sas+alpantaya,sas+alpantaya,sas+alpantaya,sas+alpantaya,sas+alpantaya,sas+alpantaya,sas+alpantaya,sas+alpantaya,sas+alpantaya,sas+alpantaya,sas+alpantaya,sa+salpantaya,sa+salpantaya,sa+salpantaya,sa+sal+pantaya,sa+sal+pantaya,sa+salpantaya,sa+sal+pantaya,sa+salpantaya,sa+salpantaya,sa+salpantaya,sa+salpantaya,sa+salpantaya,sasa+lpantay+a
bebe,reduplication,A_strong_silver,bebe,b+ebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe,bebe
gagalang,reduplication,A_strong_silver,gagalang,gag+alang,gag+alang,gag+alang,gag+alang,gag+alang,gag+alang,gag+alang,gag+alang,gag+alang,gag+alang,gag+alang,gag+alang,gag+alang,gag+alang,gag+alang,ga+galang,ga+galang,ga+galang,ga+galang,ga+galang,ga+galang,ga+galang,ga+galang,ga+galang,gaga+lang
gagawa,reduplication,A_strong_silver,gagawa,gag+awa,gag+awa,gagawa,gaga+wa,gaga+wa,gagawa,gaga+wa,gaga+wa,gagawa,gaga+wa,gaga+wa,gagawa,gaga+wa,gaga+wa,gagawa,ga+gawa,ga+gawa,gagawa,ga+gawa,gagawa,gagawa,ga+gawa,gagawa,gagawa,gagawa
sasabian,reduplication+suffixation,A_strong_silver,sasabi+an,sasabian,sasabian,sasabian,sas+abian,sas+abian,sas+abian,sas+abian,sas+abian,sas+abian,sas+abian,sas+abian,sas+abian,sa+sabian,sa+sabian,sa+sabian,sa+sabian,sa+sabian,sa+sabian,sa+sabi+an,sa+sabi+an,sa+sabi+an,sa+sabian,sa+sabian,sa+sabian,sasabian
mamangan,reduplication+suffixation,F_conflicts_with_reconciliation_evidence,ma+mangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,mamangan,ma+mangan
sasabyan,reduplication+suffixation,B_moderate_silver,sasaby+an,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan,sasabyan
sasamban,reduplication+suffixation,B_moderate_silver,sasamb+an,sas+amban,sas+amban,sasamban,sas+amban,sas+amban,sas+amban,sas+amban,sas+amban,sas+amban,sas+amban,sas+amban,sas+amban,sa+sam+ban,sa+sam+ban,sa+sam+ban,sa+sam+ban,sa+sam+ban,sa+sam+ban,sa+sam+ban,sa+sam+ban,sa+sam+ban,sa+sam+ban,sa+sam+ban,sa+sam+ban,sa+samban
gugulutan,reduplication+suffixation,A_strong_silver,gugulut+an,gug+ulutan,gug+ulutan,gugulutan,g+ug+ulut+an,gug+ulut+an,gug+ulut+an,g+ug+ulut+an,gug+ulut+an,gug+ulut+an,g+ug+ulut+an,g+ug+ulut+an,gug+ulut+an,g+ug+ulut+an,g+ug+ulut+an,gug+ulut+an,g+ug+ulu+tan,g+ug+ulu+tan,gug+ulu+tan,gu+gulut+an,gu+gulut+an,gu+gulut+an,gu+gu+lutan,gu+gu+lutan,gu+gu+lutan,gugul+utan
naman,suffixation,B_moderate_silver,nam+an,naman,naman,naman,naman,naman,naman,naman,naman,naman,naman,naman,naman,naman,naman,naman,naman,naman,naman,naman,naman,naman,naman,naman,naman,naman
balayan,suffixation,F_conflicts_with_reconciliation_evidence,balay+an,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan,balayan
dalan,suffixation,B_moderate_silver,dal+an,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan,dalan
arapan,suffixation,A_strong_silver,arap+an,arapan,arapan,arapan,arap+an,arap+an,arap+an,arap+an,arap+an,arap+an,arap+an,arap+an,arap+an,arap+an,arap+an,arap+an,arap+an,arap+an,arap+an,arap+an,arap+an,arap+an,arap+an,arap+an,arap+an,arapan
sabian,suffixation,A_strong_silver,sabi+an,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian,sabian
dewakan,suffixation,B_moderate_silver,dewak+an,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewakan,dewaka+n
depatan,suffixation,B_moderate_silver,depat+an,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depatan,depat+an
daptan,suffixation,B_moderate_silver,dapt+an,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan,daptan
purian,suffixation,F_conflicts_with_reconciliation_evidence,puri+an,p+urian,purian,purian,p+urian,purian,purian,p+urian,purian,purian,purian,purian,purian,purian,purian,purian,purian,purian,purian,purian,purian,purian,purian,purian,purian,puri+an
laman,suffixation,B_moderate_silver,lam+an,laman,laman,laman,laman,laman,laman,laman,laman,laman,laman,laman,laman,laman,laman,laman,laman,laman,laman,laman,laman,laman,laman,laman,laman,laman
sikanan,suffixation,A_strong_silver,sikan+an,sikanan,sikanan,sikanan,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikan+an,sikanan
laban,suffixation,B_moderate_silver,lab+an,laban,laban,laban,laban,laban,laban,laban,laban,laban,laban,laban,laban,laban,laban,laban,laban,laban,laban,laban,laban,laban,laban,laban,laban,laban
tuntunan,suffixation,F_conflicts_with_reconciliation_evidence,tuntun+an,t+untunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntunan,tuntun+an
kawan,suffixation,F_conflicts_with_reconciliation_evidence,kawan,kawan,kawan,kawan,kawan,kawan,kawan,kawan,kawan,kawan,kawan,kawan,kawan,kawan,kawan,kawan,ka+wan,kawan,kawan,ka+wan,kawan,kawan,kawan,kawan,kawan,ka+wan
bulan,suffixation,B_moderate_silver,bul+an,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan,bulan
misan,suffixation,A_strong_silver,mis+an,misan,misan,misan,misan,misan,misan,misan,misan,misan,misan,misan,misan,misan,misan,misan,misan,misan,misan,misan,misan,misan,misan,misan,misan,misan
wanan,suffixation,B_moderate_silver,wan+an,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan,wanan
sisuan,suffixation,B_moderate_silver,sisu+an,sis+uan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,sisuan,s+isuan
tipan,suffixation,F_conflicts_with_reconciliation_evidence,tipan,t+ipan,t+ipan,tipan,t+ipan,t+ipan,t+ipan,t+ipan,t+ipan,t+ipan,ti+pan,ti+pan,ti+pan,ti+pan,ti+pan,ti+pan,ti+pan,ti+pan,ti+pan,ti+pan,ti+pan,ti+pan,ti+p+an,ti+p+an,ti+p+an,ti+pan
gawan,suffixation,B_moderate_silver,gaw+an,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan,gawan
nangan,suffixation,A_strong_silver,nang+an,nangan,nangan,nangan,nangan,nangan,nangan,nang+an,nang+an,nang+an,nang+an,nang+an,nang+an,nang+an,nang+an,nang+an,nang+an,nang+an,nang+an,nangan,nangan,nangan,nangan,nangan,nangan,nang+an
canaan,suffixation,F_conflicts_with_reconciliation_evidence,canaan,c+ana+an,c+ana+an,c+ana+an,c+ana+an,c+ana+an,c+ana+an,c+ana+an,c+ana+an,c+ana+an,c+ana+an,c+ana+an,c+ana+an,c+ana+an,c+ana+an,c+ana+an,cana+an,cana+an,cana+an,cana+an,cana+an,cana+an,cana+an,cana+an,cana+an,ca+na+an
larawan,suffixation,B_moderate_silver,laraw+an,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan,larawan
bandian,suffixation,A_strong_silver,bandi+an,band+ian,band+ian,band+ian,band+ian,band+ian,band+ian,band+ian,band+ian,band+ian,band+ian,band+ian,band+ian,bandi+an,bandi+an,bandi+an,bandi+an,bandi+an,bandi+an,bandi+an,bandi+an,bandi+an,bandi+an,bandi+an,bandi+an,bandi+an
tuparan,suffixation,B_moderate_silver,tupar+an,tu+paran,tu+paran,tuparan,t+uparan,t+uparan,tuparan,t+uparan,t+uparan,tuparan,tu+paran,tu+paran,tuparan,tu+paran,tu+paran,tuparan,tu+paran,tu+paran,tuparan,tu+paran,tu+paran,tuparan,tu+paran,tuparan,tuparan,tu+paran
angganan,suffixation,F_conflicts_with_reconciliation_evidence,anggan+an,angganan,angganan,angganan,angg+anan,angg+anan,angg+anan,angg+anan,angg+anan,angg+anan,angg+anan,angg+anan,angg+anan,ang+gan+an,ang+gan+an,ang+ganan,ang+gan+an,ang+gan+an,ang+ganan,ang+gan+an,ang+ganan,ang+ganan,ang+g+anan,ang+g+anan,ang+ganan,angganan
jordan,suffixation,B_moderate_silver,jord+an,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,jor+dan,j+ord+an,j+ord+an,j+ord+an,jo+r+d+an
tanaman,suffixation,A_strong_silver,tanam+an,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman,tanaman
bunduk-bundukan,suffixation,B_moderate_silver,bunduk-bunduk+an,bunduk+-+bunduk+an,bunduk+-+bunduk+an,bunduk-bundukan,bunduk+-+bunduk+an,bunduk+-+bunduk+an,bunduk-bundukan,bunduk+-+bunduk+an,bunduk+-+bunduk+an,bunduk-bundukan,bunduk+-+bunduk+an,bunduk+-+bunduk+an,bunduk-bundukan,bunduk+-+bun+du+kan,bunduk+-+bundu+kan,bunduk-bundukan,bunduk+-+bun+du+kan,bunduk+-+bundu+kan,bunduk-bundukan,bunduk+-+bundu+kan,bunduk+-+bundu+kan,bunduk-bundukan,bun+duk+-+bun+du+kan,bun+duk+-+bundu+kan,bunduk-bundukan,bunduk+-+bunduk+an
damdaman,suffixation,A_strong_silver,damdam+an,damdaman,damdaman,damdaman,dam+daman,dam+daman,dam+daman,dam+d+aman,dam+d+aman,dam+d+aman,dam+daman,dam+daman,dam+daman,damdam+an,damdam+an,damdam+an,damdam+an,damdam+an,damdam+an,dam+daman,dam+daman,dam+daman,damdam+an,damdam+an,damdam+an,damdam+an
lawan,suffixation,B_moderate_silver,law+an,lawan,lawan,lawan,la+wan,la+wan,lawan,la+wan,la+wan,la+wan,la+wan,la+wan,la+wan,la+wan,la+wan,la+wan,la+wan,la+wan,la+wan,la+wan,la+wan,la+wan,la+wan,la+wan,la+wan,lawan
ganakan,suffixation,B_moderate_silver,ganak+an,gan+akan,gan+akan,ganakan,gan+akan,gan+akan,gan+akan,gan+akan,gan+akan,gan+akan,gan+akan,gan+akan,gan+akan,gan+akan,gan+akan,gan+akan,gan+akan,gan+akan,ganakan,gan+akan,gan+akan,gan+akan,gan+akan,gan+akan,gan+akan,ganakan
kuanan,suffixation,B_moderate_silver,kuan+an,ku+anan,kuanan,kuanan,ku+anan,kuanan,kuanan,ku+anan,kuanan,kuanan,kuanan,kuanan,kuanan,ku+anan,ku+anan,kuanan,ku+anan,ku+anan,kuanan,ku+anan,ku+anan,kuanan,ku+anan,ku+anan,kuanan,kuanan
leguan,suffixation,B_moderate_silver,legu+an,leg+uan,leguan,leguan,leg+uan,leguan,leguan,leg+uan,leguan,leguan,le+guan,leguan,leguan,leguan,leguan,leguan,leguan,leguan,leguan,le+guan,leguan,leguan,le+guan,leguan,leguan,legu+an
daraptan,suffixation,B_moderate_silver,darapt+an,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan,daraptan
aslagan,suffixation,A_strong_silver,aslag+an,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan,aslagan
