id,source,surface,normalized,root,morph_segments,tokenizer_target,affixes,process,pos_guess,features,confidence,frequency_in_sources,context,notes
kap-morph-0270,literary,kinuldas,kinuldas,kuldas,k+in+uldas,k | in | uldas,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,31,itang keyang piluklukan nanupata [kinuldas] ne ketang e na,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0271,religious,lumakad,lumakad,lakad,l+um+akad,l | um | akad,-um-,infixation,V,infix=-um-; position=after_initial_consonant,medium,31,a Mayupaya king Sabla [lumakad] ka king arapan ku,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0272,literary,magdala,magdala,dala,mag+dala,mag | dala,mag-,prefixation,V/ADJ/N,prefix=mag-,medium,31,tutu na kung mapagal [magdala] Kening kakalulwan mabayat a,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0273,religious,makanianman,makanianman,nianm,maka+nianm+an,maka | nianm | an,maka-; -an,prefixation+suffixation,V/ADJ/N,prefix=maka-; suffix=-an,medium,31,na tikal na la [makanianman] tatagal la pa Ding,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0274,literary,malinis,malinis,linis,ma+linis,ma | linis,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,31,pang maka-Dyos a dapat [malinis] a nasa Wari t,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0275,religious,pemalaguiuwan,pemalaguiuwan,malaguiuw,pe+malaguiuw+an,pe | malaguiuw | an,pe-; -an,prefixation+suffixation,V/ADJ/N,prefix=pe-; suffix=-an,medium,31,pangamate nang Abraham at [pemalaguiuwan] nala agpang king laguiung,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0276,literary,pilinan,pilinan,linan,pi+linan,pi | linan,pi-,prefixation,V/ADJ/N,prefix=pi-,medium,31,miyaliwa pa Inya ing [pilinan] kung karin idala Balu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0277,literary,sabyan,sabyan,saby,saby+an,saby | an,-an,suffixation,N/V,suffix=-an,medium,31,galang tin Kang buring [sabyan] binye Mung pagsalbat Ing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0278,literary,sinulat,sinulat,sulat,s+in+ulat,s | in | ulat,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,31,gagalangan Ding kautusan na [sinulat] na no man King,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0279,literary,tumakut,tumakut,takut,t+um+akut,t | um | akut,-um-,infixation,V,infix=-um-; position=after_initial_consonant,medium,31,Inya ika tantado ka [Tumakut] ka Kanyang droga Pamagsikap,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0280,religious,atulan,atulan,atul,atul+an,atul | an,-an,suffixation,N/V,suffix=-an,medium,30,bansa a karelang suyuwan [atulan] ke at pangaibat na,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0281,literary,basan,basan,bas,bas+an,bas | an,-an,suffixation,N/V,suffix=-an,medium,30,ra nyamung kalupa ning [basan] Aral O Maputing Liryo,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0282,literary,beluan,beluan,belu,belu+an,belu | an,-an,suffixation,N/V,suffix=-an,medium,30,Nung ngara dimut ya [beluan] iting mipagpalang watas Ya,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0283,religious,durulukan,durulukan,duruluk,duruluk+an,duruluk | an,-an,suffixation,N/V,suffix=-an,medium,30,karin anting ain a [durulukan] babo ning metung karing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0284,literary,kutkutan,kutkutan,kutkut,kutkut+an,kutkut | an,-an,suffixation,N/V,suffix=-an,medium,30,alayu pa ketang ulilang [kutkutan] Bakit kaya Ibpa ing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0285,literary,likwan,likwan,likw,likw+an,likw | an,-an,suffixation,N/V,suffix=-an,medium,30,karin Na mo sa [likwan] Anti y Moises minukyat,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0286,literary,maluka,maluka,luka,ma+luka,ma | luka,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,30,ing kapanayan na ning [maluka] ming bye Ining keang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0287,literary,masaya,masaya,saya,ma+saya,ma | saya,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,30,aldo t bengi parating [masaya] king kilub ming bale,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0288,literary,paburen,paburen,buren,pa+buren,pa | buren,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,30,miyukyat E ra ka [paburen] ding beit mung anak,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0289,literary,tinakas,tinakas,takas,t+in+akas,t | in | akas,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,30,danum neng melabug Pablasang [tinakas] King kabayangnan nang gaglas,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0290,literary,tinas,tinas,tas,t+in+as,t | in | as,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,30,bat mipakanyan Ding makipanginu [tinas] do king uri Saka,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0291,literary,apat,apat,apat,apat,apat,,function_word,PART/PRON/DET/PREP,closed_class; preserve_as_token,high,29,Edad ya pang labing [apat] mete no ding pengari,Kept unsplit to avoid false affix boundaries in tokenizer training.
kap-morph-0292,literary,kalalaman,kalalaman,lalam,ka+lalam+an,ka | lalam | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,29,gagalo Nung ati ku [kalalaman] ika itang magpatilo Inya,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0293,literary,linawe,linawe,lawe,l+in+awe,l | in | awe,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,29,saskup salu Ngara ding [linawe] tin yang sakit pusu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0294,literary,lulual,lulual,lual,lu~lual,lu~lual,lu~,reduplication,V/ADJ,reduplicated_cv=lu; aspect_or_intensification,medium,29,maugtu A maralas caming [lulual] nung e Biernis neng,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0295,religious,makapamisan,makapamisan,misan,makapa+misan,makapa | misan,makapa-,prefixation,V/ADJ/N,prefix=makapa-,medium,29,dai ning Israel a [makapamisan] Deuteronomio Deuteronomy Mie ya,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0296,literary,mumunang,mumunang,munang,m+um+unang,m | um | unang,-um-,infixation,V,infix=-um-; position=after_initial_consonant,medium,29,ubg jajybg jakadwa Ing [mumunang] diling parusa kung adwabm,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0297,literary,pakibatan,pakibatan,kibat,pa+kibat+an,pa | kibat | an,pa- + -an,circumfixation,N/V,circumfix=pa-...-an,medium,29,kukekayu sukat yu kung [pakibatan] King Tore ning A,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0298,literary,santungan,santungan,santung,santung+an,santung | an,-an,suffixation,N/V,suffix=-an,medium,29,panalangin angga king tauling [santungan] palsintan ika mu rin,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0299,literary,keraklan,keraklan,kerakl,kerakl+an,kerakl | an,-an,suffixation,N/V,suffix=-an,medium,28,ku karela nung nanu [Keraklan] karela papalub lang obra,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0300,literary,macanian,macanian,cani,ma+cani+an,ma | cani | an,ma-; -an,prefixation+suffixation,V/ADJ/N,prefix=ma-; suffix=-an,medium,28,Tagalog----papate no ding aliwa [Macanian] ing casangcanan ning pangalalam,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0301,literary,malagung,malagung,lagung,ma+lagung,ma | lagung,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,28,King keying panyilang king [malagung] abak Bandyan ta yang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0302,literary,maranun,maranun,ranun,ma+ranun,ma | ranun,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,28,ila pa ring kekang [maranun] agtalan Ninu mong pengaring,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0303,literary,mawala,mawala,wala,ma+wala,ma | wala,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,28,tau nung ya ing [mawala] Pipi ya ing yatu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0304,literary,pagkeran,pagkeran,gker,pa+gker+an,pa | gker | an,pa- + -an,circumfixation,N/V,circumfix=pa-...-an,medium,28,kakalulwan Atyu Ku king [pagkeran] da ring balsamadung salunan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0305,religious,pamanyampa,pamanyampa,nyampa,pama+nyampa,pama | nyampa,pama-,prefixation,V/ADJ/N,prefix=pama-,medium,28,metung a dalit king [pamanyampa] King kakung kagutgutan minaus,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0306,literary,panayan,panayan,ayan,pan+ayan,pan | ayan,pan-,prefixation,V/ADJ/N,prefix=pan-,medium,28,Dapot atin kung kaladwang [panayan] ning Apung Ginu -Dyos,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0307,literary,pilatan,pilatan,latan,pi+latan,pi | latan,pi-,prefixation,V/ADJ/N,prefix=pi-,medium,28,KRISTO Babo ning Golgota [Pilatan] da retang mingatbang tulisan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0308,literary,sigatan,sigatan,sigat,sigat+an,sigat | an,-an,suffixation,N/V,suffix=-an,medium,28,Ing banuang migcule pisac [Sigatan] neng alang lunus nitang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0309,literary,sinugat,sinugat,sugat,s+in+ugat,s | in | ugat,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,28,Pablasang ingpusung sadyang maligaya [Sinugat] neng mortal ning kalmang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0310,literary,sinuyu,sinuyu,suyu,s+in+uyu,s | in | uyu,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,28,Ninu na mong tapat [sinuyu] kareti Ninu na mo,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0311,literary,alipan,alipan,alip,alip+an,alip | an,-an,suffixation,N/V,suffix=-an,medium,27,na ku ning kayapan [alipan] na ning maling buyut,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0312,religious,kalibakan,kalibakan,libak,ka+libak+an,ka | libak | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,27,Guinu daptan na ing [kalibakan] karela Kanita maniabi ya,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0313,literary,kayarian,kayarian,yari,ka+yari+an,ka | yari | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,27,painturu ku man king [kayarian] banua Nung akua keng,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0314,religious,magkailangan,magkailangan,kailang,mag+kailang+an,mag | kailang | an,mag-; -an,prefixation+suffixation,V/ADJ/N,prefix=mag-; suffix=-an,medium,27,kekong kapatad king kekong [magkailangan] at king kekong maluka,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0315,literary,malati,malati,lati,ma+lati,ma | lati,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,27,manibat kanitang anak yang [malati] E ku abalitan ing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0316,literary,mayupaya,mayupaya,yupaya,ma+yupaya,ma | yupaya,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,27,Ba keng pamatulan itang [Mayupaya] Ing yatung likwan nang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0317,religious,midian,midian,midi,midi+an,midi | an,-an,suffixation,N/V,suffix=-an,medium,27,i Medan at i [Midian] at i Isbak at,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
