id,batch,kapampangan,filipino,correct,comment
Judges 5:25,"6 - religious (Bible sample; check the pair aligns, not a full review)","Miniawad yang danum, at gatas ing binie na kea; Pigdala neng mantequilla king mal a pinggan.","Siya'y humingi ng tubig, at gatas ang ibinigay niya sa kanya; Kanyang dinalhan siya ng mantikilya sa mahalagang pinggan.",,
Deuteronomy 11:11,"6 - religious (Bible sample; check the pair aligns, not a full review)","Dapot ing labuad, a kekong dalakitan bang bandian, metung a labuad da ding bunduk-bundukan at libis, at miminum king danum ning uran ning banua,","Ngunit ang lupain, na inyong tatawirin upang ariin, ay isang lupain ng mga burol at mga libis, at umiinom ng tubig ng ulan ng langit,",,
Deuteronomy 6:3,"6 - religious (Bible sample; check the pair aligns, not a full review)","Pakiramdaman mu pin, Oh Israel, at tuparan mung daptan; bang kekang ikakayap, at bang dakal kang bina, anti mo ing pengaku nang GUINU, a Dios da ding kekang mangatua, keka, king metung a labuad a agusan na ning gatas at pulut.","Dinggin mo nga, O Israel, at tuparin mong gawin; upang ikabuti mo, at upang kayo'y dumaming mainam, gaya ng ipinangako sa iyo ng PANGINOON, na Diyos ng iyong mga magulang, sa isang lupaing inaagusan ng gatas at pulot.",,
Judges 3:9,"6 - religious (Bible sample; check the pair aligns, not a full review)","At inyang ding anak na ning Israel dinalung la kang GUINU, i GUINU mitalakad yang metung a mangabus karing anak na ning Israel, a ya ing migligtas karela, ya pin i Otniel a anak nang Kenaz, a wali nang Caleb.","At nang dumaing ang mga anak ni Israel sa PANGINOON, ay nagtindig ang PANGINOON ng isang tagapagligtas sa mga anak ni Israel, na siyang nagligtas sa kanila, si Otniel nga na anak ni Kenaz, na nakababatang kapatid ni Caleb.",,
Genesis 3:23,"6 - religious (Bible sample; check the pair aligns, not a full review)","Uli na nita pepalakuan neng GUINUNG Dios king mula na ning Eden, bayang galo king gabun nung nuya ibat meakua.","Kaya't pinalayas siya ng PANGINOONG Diyos sa halamanan ng Eden, upang bukirin ang lupa na pinagkunan sa kanya.",,
Deuteronomy 32:31,"6 - religious (Bible sample; check the pair aligns, not a full review)","Uling ing karelang roca e ya anti ing kekatang Roca, Aguia mang ding kekatang kasalang kabud ilang ukum.","Sapagkat ang kanilang bato ay hindi gaya ng ating Bato, Bagaman ang ating mga kaaway ang siyang mga hukom.",,
Judges 19:15,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinalangi la karin, balang lungub at magsantung king Gibea: at linub ya, at linukluk ya king dalan na ning ciudad; uling alang lalaki a pabalaus karela king keang bale balang magsantung karin.","At sila'y lumiko roon, upang pumasok at magpalipas ng gabi sa Gibea: at siya'y pumasok, at naupo siya sa lansangan ng lungsod; sapagkat walang lalaking nagpatuloy sa kanila sa kanyang bahay upang magpalipas ng gabi roon.",,
Genesis 15:10,"6 - religious (Bible sample; check the pair aligns, not a full review)","At dela no ngan deti kea, at binangal no libutad, at binili na ing balang kabangal lele ning balang dake: dapot e no binangal ding ayup.","At dinala niya ang lahat ng ito sa kanya, at hinati niya ang mga ito sa gitna, at inilagay niya ang bawat kahati sa tapat ng bawat kabila: ngunit hindi niya hinati ang mga ibon.",,
Genesis 34:4,"6 - religious (Bible sample; check the pair aligns, not a full review)","At i Sichem miniabi ya kang ibpa nang i Hamor, a sinabi na, Kuanan me ing dalagang iti a maguing asawa ku.","At nagsalita si Sichem sa kanyang amang si Hamor, na sinasabi, Kunin mo ang dalagang ito upang maging asawa ko.",,
Deuteronomy 15:12,"6 - religious (Bible sample; check the pair aligns, not a full review)","Nung ing kekong kapatad, a Hebreong lalaki, o Hebreang babai, pisali re kekayu, at sumuyu ya kekayung anam a banua; kanita king kapitung banua palakuan yu neng timawa.","Kung ang iyong kapatid, na isang lalaking Hebreo, o isang babaing Hebrea, ay ipagbili sa iyo, at maglingkod sa iyo ng anim na taon; sa ikapitong taon ay iyong papayaunin siyang laya.",,
Deuteronomy 28:26,"6 - religious (Bible sample; check the pair aligns, not a full review)","At ing kekang bangke maguing pamangan de ding anggang ayup karing banua, at karing lasip king labuad; at alang makapatakut karela.","At ang iyong bangkay ay magiging pagkain ng lahat ng ibon sa himpapawid, at ng mga hayop sa lupa; at walang taong bubugaw sa kanila.",,
Genesis 1:10,"6 - religious (Bible sample; check the pair aligns, not a full review)",At ing pemalaguiu na ning Dios king malangi Labuad; at ing kapamisanan ning danum inaus nong Dayatmalat: at ikit na ning Dios king iti mayap.,At tinawag ng Diyos ang tuyong lupa na Lupa; at ang pinagsama-samang tubig ay tinawag niyang mga Dagat: at nakita ng Diyos na ito ay mabuti.,,
Genesis 29:21,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinabi nang Jacob kang Laban, Ibie me kaku ing kakung asawa, uling metupad na ing aldo ku bakung sumiping kea.","At sinabi ni Jacob kay Laban, Ibigay mo sa akin ang aking asawa, sapagkat natupad na ang aking mga araw upang sumiping ako sa kanya.",,
Deuteronomy 8:6,"6 - religious (Bible sample; check the pair aligns, not a full review)","At tuparan mo ding utus nang GUINUNG kekang Dios, ba kang lumakad karing keang dalan, at ba kang tumakut kea.","At iyong tutuparin ang mga utos ng PANGINOON mong Diyos, upang lumakad ka sa kanyang mga daan, at upang matakot ka sa kanya.",,
Genesis 7:15,"6 - religious (Bible sample; check the pair aligns, not a full review)","At minta la kang Noe king daung, tidua-tidua karing anggang laman a mika ating pangisnawa ning bie.","At pumaroon sila kay Noe sa daong, dalawa-dalawa sa lahat ng laman na may hininga ng buhay.",,
Genesis 43:3,"6 - religious (Bible sample; check the pair aligns, not a full review)","At i Juda miniabi ya kea, ngana, Ing lalaki miniabi yang masaklo kekami, ngana, E ye akit ing kakung lupa, subali nung ituki ye ing kekong kapatad.","At nagsalita sa kanya si Juda, na sinasabi, Ang lalaki ay mahigpit na nagsabi sa amin, na sinasabi, Hindi ninyo makikita ang aking mukha, malibang kasama ninyo ang inyong kapatid.",,
Deuteronomy 22:2,"6 - religious (Bible sample; check the pair aligns, not a full review)","At nung ing kekang kapatad e ya malapit keka, o nung e me balu, kanita yuli me pin king kekang bale, at atiu keka angga king ing kapatad mu panintunan ne, at isubli me kea.","At kung ang iyong kapatid ay hindi malapit sa iyo, o kung hindi mo siya nakikilala, ay iyo ngang iuuwi sa iyong bahay, at mapapasa iyo hanggang sa hanapin ito ng iyong kapatid, at iyong isasauli sa kanya.",,
Genesis 46:22,"6 - religious (Bible sample; check the pair aligns, not a full review)","Deti ilang anak nang Raquel, a penganak na kang Jacob: ding sablang kaladua labi lang apat.","Ito ang mga anak ni Raquel, na ipinanganak niya kay Jacob: ang lahat ng tao ay labing-apat.",,
Deuteronomy 5:24,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinabi yu, Oini, i GUINU a kekatang Dios pepakit na kekami ing keang ligaya, at ing keang degulan, at dimdam mi ing keang siwala manibat king libutad na ning api: ikit mi king aldo iti king ing Dios makipagsalita ya king tau, at mabie ya.","At sinabi ninyo, Narito, ipinakita sa amin ng PANGINOON nating Diyos ang kanyang kaluwalhatian, at ang kanyang kadakilaan, at aming narinig ang kanyang tinig mula sa gitna ng apoy: nakita namin sa araw na ito na ang Diyos ay nakikipag-usap sa tao, at siya'y nabubuhay.",,
Deuteronomy 8:15,"6 - religious (Bible sample; check the pair aligns, not a full review)","A mitnube keka king maragul at makapangilabut a ilang, nung nu karin la ding mangabagsik a ubingan at alakdan, at maung gabun a nung nu alang danum; a ya ing migdalang danum keka manibat king batung pantingan;","Na siyang pumatnubay sa iyo sa malaki at kakila-kilabot na ilang, na doo'y may mababangis na ahas at alakdan, at uhaw na lupa na walang tubig; na siyang naglabas ng tubig para sa iyo mula sa batong pingkian;",,
Genesis 9:29,"6 - religious (Bible sample; check the pair aligns, not a full review)",At ding anggang aldo nang Noe siam adalan at limangpulung banua: at mete ya.,At ang lahat ng araw ni Noe ay siyam na raan at limampung taon: at siya'y namatay.,,
Judges 15:9,"6 - religious (Bible sample; check the pair aligns, not a full review)","Kanita sinampa la ding Filisteos, at menalakad la king Juda, at kinalat da ing sarili ra king Lehi.","Nang magkagayo'y umahon ang mga Filisteo, at humantong sila sa Juda, at nagkalat sila sa Lehi.",,
Judges 21:19,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinabi ra, Oini, ating metung a pista kang GUINU banua-banua king Silo, a atiu king paralaya na ning Bet-el, nangan king aslagan ning matas a dalan a sasampa king Siquem manibat king Betel, at king mauli ning Libano.","At kanilang sinabi, Narito, may isang pista sa PANGINOON taon-taon sa Silo, na nasa hilaga ng Bet-el, sa dakong silangan ng malaking daang paahon sa Siquem mula sa Bet-el, at sa timog ng Libano.",,
Genesis 35:7,"6 - religious (Bible sample; check the pair aligns, not a full review)","At mitalakad ya karin metung a altar, at pemalaguiuwan na ing karinan El-bet-el; uling ing Dios pepatilip ya kea karin, kanitang tatakas ya ibat king arapan na ning keang kapatad.","At nagtayo siya roon ng isang altar, at tinawag niya ang dakong yaon na El-bet-el; sapagkat doon napakita sa kanya ang Diyos, nang siya'y tumatakas mula sa harapan ng kanyang kapatid.",,
Genesis 30:18,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinabi nang Lea, Binie ne kanaku ning Dios ing kanakung kaupajan, uling binie ke ing kakung ipus a babai king kakung asawa: at pemalaguiuwan neng Isacar.","At sinabi ni Lea, Ibinigay sa akin ng Diyos ang aking kaupahan, sapagkat ibinigay ko ang aking aliping babae sa aking asawa: at tinawag niya ang kanyang pangalan na Isacar.",,
Genesis 27:19,"6 - religious (Bible sample; check the pair aligns, not a full review)","At i Jacob sinabi na kang ibpa na, Aku i Esau a kekang pangane; depatan ku nung makananu ing sinabi mu kaku: mibangun ka, ipagamuamu ku keka, lukluk ka at mangan ka king kakung usa, banakung panuanan ning kaladua mu.","At sinabi ni Jacob sa kanyang ama, Ako si Esau na iyong panganay; ginawa ko ang ayon sa sinabi mo sa akin: bumangon ka, ipinamamanhik ko sa iyo, umupo ka at kumain ka ng aking napangaso, upang pagpalain ako ng iyong kaluluwa.",,
Deuteronomy 29:17,"6 - religious (Bible sample; check the pair aligns, not a full review)","At ikit yu ing karelang makasumami, at ding karelang idolos, a dutung at batu, pilak at guintu, a atiu libutad da);","At inyong nakita ang kanilang mga kasuklam-suklam, at ang kanilang mga diyus-diyusan, na kahoy at bato, pilak at ginto, na nasa gitna nila);",,
Deuteronomy 32:22,"6 - religious (Bible sample; check the pair aligns, not a full review)","Uling ing api milablab king kakung mua, At maniuluk angga king kalalalaman na ning Sheol, At lalaklakan na ing labuad kagum ning bunga na, At sisilaban nala ding katatalakaran da ding bunduk.","Sapagkat ang apoy ay nagalab sa aking galit, At nagniningas hanggang sa kailaliman ng Sheol, At sinusupok ang lupa kasama ng kanyang bunga, At sinisilaban ang mga patibayan ng mga bundok.",,
Judges 15:17,"6 - religious (Bible sample; check the pair aligns, not a full review)","At milyari, inyang mayari neng miniabi, king besibas ne ing sikang king gamat na; at ing karinan a ita meaus Ramat-lehi.","At nangyari, nang siya'y matapos magsalita, na kanyang inihagis ang panga sa kanyang kamay; at ang dakong yaon ay tinawag na Ramat-lehi.",,
Genesis 40:10,"6 - religious (Bible sample; check the pair aligns, not a full review)","At king pun na ning wake ating atlung sanga: at deti anti lang mamuku, at lalsut la ding sampaga na; at ding sapunggul na pesipamunga lang uvas a malulut:","At sa puno ng ubas ay may tatlong sanga: at ang mga ito'y parang nagsusupling, at namumulaklak, at ang mga buwig nito ay namumunga ng hinog na ubas:",,
Genesis 32:13,"6 - religious (Bible sample; check the pair aligns, not a full review)","At migsantung ya karin king benging ita, at kinanua ya ketang atin kea a ipagkalub na kang Esau a keang kapatad:","At nagpalipas siya roon ng gabing yaon, at kumuha siya sa nasa kanya ng ihahandog niyang kaloob kay Esau na kanyang kapatid:",,
Deuteronomy 23:15,"6 - religious (Bible sample; check the pair aligns, not a full review)",E me babie king keang panginuan ing metung a ipus a tinakas ibat king keang panginuan a mine ya keka;,Huwag mong ibibigay sa kanyang panginoon ang isang aliping tumakas mula sa kanyang panginoon na naparoon sa iyo;,,
Genesis 37:17,"6 - religious (Bible sample; check the pair aligns, not a full review)","At sinabi ning tau, Meko no keti; uling dimdam kung karelang sinabi, Tana ume ta king Dotan. Kanita i Jose tikian nala ding keang kapatad, at ikit no king Dotan.","At sinabi ng tao, Umalis na sila rito; sapagkat narinig kong kanilang sinabi, Tayo na sa Dotan. Nang magkagayo'y sinundan ni Jose ang kanyang mga kapatid, at nasumpungan niya sila sa Dotan.",,
Genesis 24:60,"6 - religious (Bible sample; check the pair aligns, not a full review)","At pepanuanan de i Rebeca, at sinabi ra kea, Kapatad mi, maguing indu raka ding libulibu, at akamtan na ning kekang bini ing pasbul da ding keang salang.","At pinagpala nila si Rebeca, at sinabi nila sa kanya, Kapatid namin, maging ina ka nawa ng libu-libo, at ariin nawa ng iyong binhi ang pintuang-bayan ng kanyang mga kaaway.",,
Deuteronomy 12:12,"6 - religious (Bible sample; check the pair aligns, not a full review)","At tumula kayu king arapan nang GUINUNG kekong Dios, ikayu, at ding kekong anak a lalaki, at ding kekong anak a babai, at ding kekong ipus a lalaki, at ding kekong ipus a babai, at ing Levita a manuknangan kilub ding kekong pasbulan, uli ning ala yang dake ni mana a kayabe yu.","At kayo'y magagalak sa harapan ng PANGINOON ninyong Diyos, kayo, at ang inyong mga anak na lalaki, at ang inyong mga anak na babae, at ang inyong mga aliping lalaki, at ang inyong mga aliping babae, at ang Levita na nasa loob ng inyong mga pintuang-daan, sapagkat siya'y walang bahagi ni mana na kasama ninyo.",,
Genesis 49:7,"6 - religious (Bible sample; check the pair aligns, not a full review)","Misumpa ing karelang mua, uling mabangis At ing karelang pamikapali, uling mabagsik; Kaku lang pirakayan kang Jacob, At mikalat la king Israel.","Sumpain ang kanilang galit, sapagkat mabangis At ang kanilang pagngangalit, sapagkat mabagsik; Sila'y aking hahatiin kay Jacob, At sila'y aking pangangalatin sa Israel.",,
Judges 20:8,"6 - religious (Bible sample; check the pair aligns, not a full review)","At ing mabilug a balayan tinalakad anti mong katau mu, ngara, E ne ume ing ninuman kekami king keang kubu, ni muli ya ing ninuman kekami king keang bale.","At ang buong bayan ay tumindig na parang isang tao, na sinasabi, Walang sinuman sa amin ang yayaon sa kanyang tolda, ni uuwi man ang sinuman sa amin sa kanyang bahay.",,
Genesis 45:15,"6 - religious (Bible sample; check the pair aligns, not a full review)","At ya inuma nala ding anggang kapatad na, at kiniakan nala: at pangaibat nita ding kapatad na mekipagsalita la kea.","At hinalikan niya ang lahat niyang mga kapatid, at umiyak sa kanila: at pagkatapos nito ay nakipag-usap sa kanya ang kanyang mga kapatid.",,
